flag,minTimeBetweenSentTnx,maxTimeBetweenSentTnx,avgTimeBetweenSentTnx,minTimeBetweenRecTnx,maxTimeBetweenRecTnx,avgTimeBetweenRecTnx,lifetime,sentTransactions,receivedTransactions,createdContracts,numUniqSentAddress,numUniqRecAddress,minValSent,maxValSent,avgValSent,minValReceived,maxValReceived,avgValReceived,totalTransactions,totalEtherSent,totalEtherReceived,totalEtherSentContracts,totalEtherBalance,activityDays,dailyMax,ratioRecSent,ratioSentTotal,ratioRecTotal,giniSent,giniRec,txFreq,stdBalanceEth
0,183,6563,3186,1187076,1653346511,415366976.3,95,4,4,0,1,1,2.00734,6.077784,3.035697,2.007776,6.07822,3.036382,8,12.14278966,12.14552817,0,0.002738502935,7,2,0.8,0.4444444444,0.4444444444,0.2521404593,0.2520937826,0.08421052632,1.961285496
0,767,11307,6037,1470,1658243274,276846466.5,33,2,6,0,2,3,0.1,3.7961,1.94805,0.053369,4.043587,1.389599,8,3.8961,8.337595536,0,4.441495536,5,3,2,0.2222222222,0.6666666667,0.4743332833,0.622186195,0.2424242424,2.614816254
0,0,3358236,274330.3824,46,1625522857,74720552.45,418,68,22,0,29,12,0,0.25,0.035559,0,0.2565,0.076839,90,2.417983833,1.690448985,0,-0.727534848,89,1,0.3188405797,0.7472527473,0.2417582418,0.7777349911,0.4852297461,0.2153110048,0.3299340505
0,0,643953,39126.21558,0,1637841996,15982810.53,269,385,103,0,102,18,0,3.42,0.062264,0,1.132939,0.070648,488,23.97148344,7.276760867,0,-16.69472257,263,18,0.2668393782,0.7873210634,0.2106339468,0.8349645524,0.6763787101,1.814126394,6.1933214
0,0,868702,47601.1203,106,1650044952,57073375.31,133,133,29,0,44,5,0,0.7,0.040571,0.002,0.4,0.075589,162,5.395997363,2.192071609,0,-3.203925753,119,10,0.2164179104,0.8159509202,0.1779141104,0.8641342676,0.58213268,1.218045113,1.326591193
0,0,0,0,0,27768,1465.261979,82,0,4821,1,0,3153,0,0,0,0,0.061575,0.000035,4822,0,0.1710824741,0,0.1710824741,82,1365,4821,0,0.9995853203,0,0.9965974389,58.80487805,0.07895960886
0,0,186794,19178.25478,0,1649407186,17806561.84,146,314,93,0,55,2,0,0.15,0.021251,0,0.18,0.038265,407,6.672742874,3.55868227,0,-3.114060604,146,14,0.2952380952,0.7696078431,0.2279411765,0.6925960682,0.4397323069,2.787671233,1.249114111
0,0,352998,27671.94186,205,1656132770,37718853.91,69,86,44,0,35,7,0,0.206946,0.016381,0.000545,0.115593,0.027544,130,1.408738713,1.211930311,0,-0.1968084016,65,9,0.5057471264,0.6564885496,0.3358778626,0.7775069639,0.4658346454,1.884057971,0.07471127158
0,0,0,0,0,333366,1615.278031,42,0,2194,1,0,1240,0,0,0,0,0.021,0.00072,2195,0,1.57888041,0,1.57888041,32,2104,2194,0,0.9990892532,0,0.9579379417,52.26190476,0.4149913744
0,0,770104,52980.13559,131,1656787730,63793806.46,58,59,26,0,34,10,0,2,0.064802,0.003967,0.183,0.048336,85,3.823302088,1.256738344,0,-2.566563744,50,12,0.4333333333,0.6860465116,0.3023255814,0.816973221,0.4142729069,1.465517241,0.7680837999
0,0,1320979,148839.4167,162808,1657437023,276511205.2,40,12,6,0,5,3,0,0.105,0.030384,0.0145,0.104,0.048062,18,0.3646124396,0.2883701038,0,-0.07624233582,15,3,0.4615384615,0.6315789474,0.3157894737,0.6077409665,0.3659978152,0.45,0.04736758699
0,12,662360,29636.375,100,1656898431,69093263.38,43,80,24,0,15,4,0,0.234905,0.044138,0.00263,0.215526,0.054499,104,3.531004333,1.30796868,0,-2.223035653,37,12,0.2962962963,0.7619047619,0.2285714286,0.7157922828,0.6202676744,2.418604651,0.6782159349
0,138,10374181,191835.4389,28,1555570974,4374861.72,1232,180,372,0,160,14,0,10,0.840998,0.010048,10,0.408263,552,151.3796833,151.8737592,0,0.4940758632,552,1,2.055248619,0.3254972875,0.6726943942,0.6700387125,0.7359197787,0.4480519481,4.976658309
0,1008,149982,40200.4,147838,1610023372,48872241.5,600,5,34,0,2,3,0.794014,2.795807,1.243832,0.018286,2.247807,0.184033,39,6.219159272,6.257107941,0,0.0379486691,39,1,5.666666667,0.125,0.85,0.2684594461,0.6004305594,0.065,0.4852651874
0,9,1640273803,29825471.62,113194,2714575,415511.9808,252,55,52,0,6,1,0.000822,0.396525,0.035719,0.013686,0.397283,0.037839,107,1.964544108,1.967613113,0,0.003069004917,106,2,0.9285714286,0.5092592593,0.4814814815,0.4641321806,0.4372153928,0.4246031746,0.04207079503
0,286,3489789,627952.25,7917,1617736936,27613438.53,511,8,60,0,2,3,0,1.07594,0.632301,0.025709,0.199637,0.089205,68,5.058404321,5.352309461,0,0.2939051402,68,1,6.666666667,0.115942029,0.8695652174,0.3297993261,0.1916339424,0.133072407,0.2853170986
0,0,3501113,19818.89053,110,1613446185,47555997.12,553,2238,34,0,179,14,0,49.97,0.861267,0,49.9983,8.669114,2272,1927.516323,294.7498663,0,-1632.766457,553,88,0.0151853506,0.9846018478,0.01495820502,0.8802849858,0.6786608738,4.108499096,487.0782197
0,0,0,0,0,11785,319.186619,37,0,9999,1,0,5341,0,0,0,0,1.4,0.071191,10000,0,711.8372104,0,711.8372104,37,3942,9999,0,0.99980002,0,0.8701682911,270.2702703,226.1794185
0,8,536299,22303.11465,228,1658254619,552777737.3,42,157,3,0,13,3,0,5,0.03758,0.20039,5.15,2.083463,160,5.9,6.25039,0,0.35039,31,51,0.01898734177,0.9751552795,0.01863354037,0.9839118803,0.5279254321,3.80952381,0.4409343525
0,4,268261,71639.7027,235,1658259163,552753226.3,31,37,3,0,7,2,0,0.1,0.005405,0.1,0.131938,0.110646,40,0.2,0.331938,0,0.131938,30,9,0.07894736842,0.9024390244,0.07317073171,0.9459284463,0.06414445094,1.290322581,0.03192457678
0,34,14177274,560795.44,66,1613720426,30761005.13,516,50,53,0,16,3,0,1.770564,0.151005,0,0.223,0.118413,103,7.550242717,6.275898597,0,-1.27434412,101,1,1.039215686,0.4807692308,0.5096153846,0.800181205,0.1154438424,0.1996124031,0.7600549799
0,0,253768,19565.51429,0,1657233120,138261805.3,46,105,12,0,26,9,0,3,0.141998,0.083295,1.25,0.304415,117,14.90983639,3.652985895,0,-11.25685049,28,16,0.1132075472,0.8898305085,0.1016949153,0.7635279004,0.4416892893,2.543478261,4.588336711
0,0,860142,9849.810855,0,1630165444,29573357.59,369,608,56,0,106,9,0,1,0.063124,0,1.196051,0.118203,664,38.37920814,6.619391971,0,-31.75981616,369,31,0.09195402299,0.9142857143,0.08421052632,0.7989322774,0.7728811812,1.799457995,7.509571057
0,0,0,0,18,711607,40742.3617,45,0,94,1,0,33,0,0,0,0,0,0,95,0,0,0,0,38,20,94,0,0.9791666667,0,-9.59E-18,2.111111111,0
0,0,3697002,80109.43374,1638,1634459305,204429644.8,320,332,8,0,91,7,0,3.1,0.133848,0.01,0.5,0.168646,340,44.43749238,1.349168278,0,-43.0883241,246,11,0.02402402402,0.9736070381,0.02346041056,0.8331059653,0.5553313762,1.0625,13.71276978
0,0,4990486,73919.34921,260,1631299161,137339183,356,189,12,0,38,4,0,2.05,0.153425,0.0004,3,0.352454,201,28.99727741,4.229446021,0,-24.76783139,200,1,0.06315789474,0.9356435644,0.05940594059,0.822473921,0.7893374607,0.5646067416,9.189020114
0,0,1827466,197460.5408,24,1639594847,182515320.1,260,98,9,0,9,7,0,1,0.040185,0.03524,1.071974,0.367594,107,3.938111815,3.308348427,0,-0.6297633889,106,2,0.09090909091,0.9074074074,0.08333333333,0.9425380985,0.5500832687,0.4115384615,0.276386122
0,302,16371742,3192079,1404,1625487241,406585145.5,380,10,4,0,5,2,0,0.32,0.050833,0.006404,0.151169,0.056737,14,0.5083302707,0.2269498586,0,-0.2813804121,13,2,0.3636363636,0.6666666667,0.2666666667,0.8074363294,0.5121385044,0.03684210526,0.1676919693
0,82,3103432,348886.6923,51560,1646429076,61388477.3,181,13,27,0,5,4,0,1.14,0.264819,0.033127,0.237322,0.163816,40,3.442640861,4.42303216,0,0.9803912989,40,1,1.928571429,0.3170731707,0.6585365854,0.6423122504,0.2020435802,0.2209944751,0.4032318423
0,0,1117080,60593.09877,0,1634913614,71942873.3,286,81,23,0,24,6,0,2.147584,0.230645,0.02,2.0004,0.578668,104,18.68222505,13.30936589,0,-5.372859161,97,8,0.2804878049,0.7714285714,0.219047619,0.8212013829,0.5737457977,0.3636363636,2.101788168
0,0,0,0,0,22284,841.614132,45,0,4543,1,0,1287,0,0,0,0,0,0,4544,0,0,0,0,45,1069,4543,0,0.999559956,0,-5.38E-17,100.9777778,0
0,0,4473451,234781.451,31,1635044775,137251018.5,278,51,12,0,5,6,0,0.26,0.05221,0.012,0.541288,0.225489,63,2.662721047,2.705869315,0,0.04314826721,63,1,0.2307692308,0.796875,0.1875,0.4518530321,0.4085589697,0.226618705,0.1637129027
0,119,766904,380873.75,768976,1657560274,829164625,27,4,2,0,4,2,0,2.59,0.7975,0.04,0.941205,0.490603,6,3.19,0.98120544,0,-2.20879456,6,1,0.4,0.5714285714,0.2857142857,0.6559560306,0.4592337239,0.2222222222,1.095807724
0,983,2432559,1216771,0,0,0,29,2,1,0,1,1,0.00127,0.00637,0.00382,0.0636,0.0636,0.0636,3,0.00764,0.0636,0,0.05596,3,1,0.3333333333,0.5,0.25,0.3337608963,0,0.1034482759,0.003342643664
0,0,0,0,983,1658258415,829129699,1,0,2,0,0,1,0,0,0,0.00127,0.00637,0.00382,2,0,0.00764,0,0.00764,1,2,2,0,0.6666666667,0,0.3337608963,2,0.000635
0,43,6289,3120.25,2967,1658229428,552748972.3,1,4,3,0,3,2,0,1.0577,0.265675,0.01,1.034,0.358,7,1.0627,1.074,0,0.0113,1,7,0.6,0.5,0.375,0.7476472202,0.6356298659,7,0.3645483574
0,0,1461471,54572.96795,787,1648965596,78739201.38,152,156,21,0,23,11,0,3,0.159113,0.016375,2.969044,0.709069,177,24.82164306,14.89044199,0,-9.931201071,152,11,0.1337579618,0.8764044944,0.1179775281,0.7951253551,0.4661464891,1.164473684,3.528405565
0,0,1645314435,165266.9974,0,15504,575.297959,82,9998,2940,0,4,3,0,0,0,0,2,0.000682,12938,2.18E-08,2.004310056,0,2.004310034,82,379,0.2940294029,0.7727026818,0.2272200325,1.86E-05,0.9995117888,157.7804878,0.7465766802
0,452,874,723.666667,1921,1658257029,276975108.2,42,3,6,0,1,4,0.015894,0.016978,0.016422,0.0086,0.00884,0.00864,9,0.04926665107,0.05184,0,0.002573348929,7,3,1.5,0.3,0.6,0.01466058245,0.003857980039,0.2142857143,0.00676412173
0,0,255561,935.415864,0,1599138963,840322.0519,117,8094,1906,0,3208,828,0,100,0.129511,0.072968,49.998376,0.655434,10000,1048.260449,1249.258092,0,200.9976436,117,372,0.2354539839,0.8093190681,0.1905809419,0.9764803249,0.6444554858,85.47008547,46.16286792
0,0,41859,1791.509302,6980,1544102595,772054787.5,208,9998,2,0,5607,2,0.000073,0.0072,0.000409,0.99,5,2.995,10000,4.093220477,5.99,0,1.896779523,208,371,0.000200020002,0.99970003,0.000199980002,0.3994791877,0.3347245297,48.07692308,1.260287214
0,80,1078025,270833.25,8792,1621406042,276375695.7,440,4,6,0,3,3,0,0.20463,0.051158,0.001358,0.15,0.035455,10,0.2046304264,0.2127283569,0,0.008097930472,10,1,1.2,0.3636363636,0.5454545455,0.7499985339,0.700052566,0.02272727273,0.07274396619
0,59,1465822,83989.9,598,1638740464,82945398.15,253,20,20,0,4,3,0,3.497445,0.513906,0.001676,3.5,0.516373,40,10.27812143,10.32746106,0,0.0493396371,39,2,0.9523809524,0.487804878,0.487804878,0.8067914672,0.767351916,0.1581027668,0.7499464313
0,80,11075,5577.5,36430739,1621817588,829124163.5,422,2,2,0,1,1,0,0,0,0.00184,0.004391,0.003115,4,0,0.006230795425,0,0.006230795425,3,2,0.6666666667,0.4,0.4,0,0.2047637979,0.009478672986,0.0009197577123
0,80,174,127,3516046,1658259402,830887724,41,2,2,0,1,1,0,0,0,0.000126,0.00184,0.000983,4,0,0.001965314622,0,0.001965314622,3,2,0.6666666667,0.4,0.4,0,0.4359459372,0.09756097561,6.29E-05
0,16,331358,3658.116667,172,1636180133,13619049.07,299,120,122,0,9,1,0,0.120402,0.001003,0.000062,0.019003,0.003634,242,0.1204017799,0.4433563825,0,0.3229546026,241,2,1.008264463,0.4938271605,0.5020576132,0.9915678408,0.4047469238,0.8093645485,0.1278878968
0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0.001281,0.001281,0.001281,2,0,0.001280548004,0,0.001280548004,1,2,0.5,0.3333333333,0.3333333333,0,0,2,0
0,0,2197639,117607.6731,226,1655491703,53415732.29,76,52,31,0,8,4,0,2.87,0.500506,0.063666,3.484491,0.731369,83,26.02631347,22.67243969,0,-3.353873779,39,15,0.5849056604,0.619047619,0.369047619,0.4720388697,0.476979786,1.092105263,1.737910706
0,4,228882,5727.515152,12,1649205065,14200305.49,149,99,117,0,1,6,0.036738,1.043578,0.319742,0.01371,1.044296,0.269117,216,31.65450718,31.48671212,0,-0.1677950603,142,17,1.17,0.4562211982,0.5391705069,0.3086674368,0.3954222362,1.44966443,0.2225732164
0,38,111262,37116.33333,873896,1657274195,829074045.5,12,3,2,0,3,2,0.000265,0.212271,0.130424,0.179005,0.212777,0.195891,5,0.3912717658,0.3917822029,0,0.0005104370769,4,2,0.5,0.5,0.3333333333,0.3612246675,0.04310009395,0.4166666667,0.09643314284
0,0,383008,4275.81406,0,1590109677,4927634.087,799,1963,335,0,162,59,0,35.808004,1.376406,0,15.945801,0.667567,2298,2701.885742,223.6348502,0,-2478.250891,323,52,0.1705702648,0.8538494998,0.1457155285,0.8960248247,0.8258776263,2.876095119,944.8744648
0,227,330,283.25,243,1652192421,127763460.5,102,8,13,0,1,3,0.081347,0.419108,0.233803,0.000369,0.42,0.145768,21,1.870420187,1.894989356,0,0.02456916889,20,2,1.444444444,0.3636363636,0.5909090909,0.2897945479,0.4778927377,0.2058823529,0.1311720696
0,88,1706462,40949.92754,388,1655989697,31305960.15,71,69,53,0,1,6,0.0077,0.366587,0.127615,0.031124,0.367153,0.145315,122,8.805437457,7.70171119,0,-1.103726267,47,14,0.7571428571,0.5609756098,0.4308943089,0.3081194326,0.2749309691,1.718309859,0.2736766341
0,0,248454,14128.16863,0,1657738742,31891058.63,46,255,52,0,11,3,0,5.803661,0.341007,0,5.040998,1.202749,307,86.95675304,62.54297193,0,-24.41378112,46,26,0.203125,0.8279220779,0.1688311688,0.8854671572,0.6391490881,6.673913043,7.058668582
0,8,3288410,300448.8571,363,1642708678,235692406.9,180,28,7,0,13,3,0,0.013418,0.00142,0.003045,0.099019,0.030812,35,0.03976270585,0.21568701,0,0.1759243041,32,4,0.2413793103,0.7777777778,0.1944444444,0.8719302291,0.5104448331,0.1944444444,0.02928957031
0,0,0,0,0,7779530,3780.147615,438,0,9999,1,0,2905,0,0,0,0,0,0,10000,0,0,0,0,438,1082,9999,0,0.99980002,0,0,22.83105023,0
0,41,7483449,549514.125,1397,1619927586,325652943.8,444,56,5,0,19,4,0,8.1,0.58669,0,4.562023,1.551675,61,32.85463945,7.75837343,0,-25.09626602,58,2,0.08771929825,0.9032258065,0.08064516129,0.8118873199,0.5538091325,0.1373873874,10.16574492
0,0,0,0,0,1218297,173.385139,21,0,9999,1,0,8450,0,0,0,0,0.75,0.00023,10000,0,2.29857692,0,2.29857692,21,9508,9999,0,0.99980002,0,0.999255961,476.1904762,0.9315309043
0,0,645603,2928.985066,140,1607595840,69907884.39,342,9977,23,0,5,12,0,0.4,0.000217,0.993,20.25,5.249299,10000,2.167545202,120.7338721,0,118.5663269,342,181,0.002305071157,0.99760024,0.002299770023,0.9987581038,0.5070346181,29.23976608,28.96285555
0,0,876106,3067.673327,17,1607991601,17682710.69,365,9909,91,0,10,16,0,6,0.001711,0.1,15.9,1.23775,10000,16.95,112.6352223,0,95.68522226,365,162,0.009182643794,0.9908009199,0.009099090091,0.9995084234,0.5606788979,27.39726027,26.43573477
0,0,648032,3201.282607,21,1607964245,64332329.84,374,9975,25,0,4,4,0,26,0.003442,0.1,36.56,5.870643,10000,34.33,146.7660731,0,112.4360731,374,140,0.002506014435,0.99740026,0.002499750025,0.9998006724,0.522864513,26.73796791,31.14313599
0,19,7421,3720,219,1658259183,829129701,1,2,2,0,2,1,0,0.002738,0.001369,0.00177,0.002402,0.002086,4,0.00273792,0.00417257,0,0.00143465,1,4,0.6666666667,0.4,0.4,0.4999634786,0.0757542352,4,0.001290541254
0,0,146127,1344.510184,0,1539015605,395284.9675,180,6088,3912,0,5262,3911,0.003718,200,0.721465,0.002292,199.989874,1.289531,10000,4392.277618,5044.643558,0,652.3659402,180,1604,0.6424700279,0.6087391261,0.3911608839,0.8381095932,0.8416058696,55.55555556,283.7623878
0,71,467,250.5,10,1658257771,414564661.3,1,4,4,0,1,1,0.000082,0.126165,0.063733,0.000649,0.126585,0.064253,8,0.2549315424,0.2570105424,0,0.002079,1,8,0.8,0.4444444444,0.4444444444,0.4344004586,0.4304167038,8,0.04790526833
0,30,1387066,102409.5816,288,1642980035,29492442.05,216,98,56,0,7,1,0,0,0,0.00274,0.035863,0.004799,154,0,0.2687448167,0,0.2687448167,132,6,0.5656565657,0.6322580645,0.3612903226,0,0.3583061292,0.712962963,0.08202673863
0,0,0,0,0,4287415,5754.762676,666,0,9999,1,0,1594,0,0,0,0,0,0,10000,0,0,0,0,666,1829,9999,0,0.99980002,0,0,15.01501502,0
0,0,12109,715.171637,123,1646323915,205791158.1,83,9992,8,0,2,5,0,0,0,0.004597,6,4.502786,10000,0,36.02228662,0,36.02228662,83,275,0.0008005603923,0.99910009,0.000799920008,4.45E-17,0.2494267397,120.4819277,10.01975094
0,0,517236,49938.56757,0,1653153159,82888197.55,97,74,20,0,32,6,0,0.61,0.073728,0.005,0.7088,0.21693,94,5.45590752,4.3386,0,-1.11730752,94,1,0.2666666667,0.7789473684,0.2105263158,0.7592436785,0.4971647549,0.9690721649,0.4649955848
0,0,0,0,0,341048,12896.2506,62,0,415,1,0,351,0,0,0,0,0,0,416,0,0,0,0,59,78,415,0,0.9952038369,0,0,6.709677419,0
0,7,426976,54523.34615,449,1658227317,150813270,42,52,11,0,8,4,0,6.05,0.256223,0.1,4.71218,1.102884,63,13.32358635,12.13172,0,-1.191866353,25,13,0.2075471698,0.8125,0.171875,0.8879672372,0.4913508034,1.5,1.490281861
0,18,1003049,148610.16,77392,1652219372,413924731.5,84,25,4,0,7,3,0,1.0844,0.080424,0.3,0.95221,0.513052,29,2.0106,2.052209596,0,0.04160959571,25,5,0.1538461538,0.8333333333,0.1333333333,0.8629333744,0.2627202859,0.3452380952,0.2073075892
0,209,7440,3824.5,193,1658259000,829129596.5,1,2,2,0,2,1,0,0.002585,0.001293,0.00201,0.002231,0.002121,4,0.00258542,0.0042411,0,0.00165568,1,4,0.6666666667,0.4,0.4,0.4999613246,0.02606512154,4,0.001210628717
0,43,131495,11382.625,1732,1654960630,103795115,69,16,16,0,2,9,0,1.736594,0.631969,0.002,1.736993,0.614171,32,10.11150873,9.826732299,0,-0.2847764335,30,3,0.9411764706,0.4848484848,0.4848484848,0.4441664264,0.4577107342,0.4637681159,0.5436589414
0,0,28613,1410.048822,0,1651151428,238302.9116,127,594,6971,0,98,3164,0,7000,140.931705,0,7229,12.206958,7565,83713.43301,85094.70467,0,1381.27166,127,611,11.71596639,0.07850911975,0.92135871,0.880883556,0.9564334788,59.56692913,1070.959491
0,672,5418498,124587.8684,1919,1644397410,236077989,204,76,7,0,3,1,0,0.07343,0.002644,0.02,0.08,0.037143,83,0.2009610629,0.26,0,0.05903893712,82,2,0.09090909091,0.9047619048,0.08333333333,0.9588135533,0.3296694421,0.4068627451,0.02160958494
0,0,346407,38723.11765,188,1657910408,50268945.85,27,34,33,0,8,13,0,39,2.101064,0.003203,38.49136,2.133362,67,71.43617516,70.40095464,0,-1.035220519,27,7,0.9428571429,0.5,0.4852941176,0.9004306036,0.8186700278,2.481481481,5.125420201
0,368,826106,225640.4167,246073,1655140210,331839136.8,79,12,5,0,5,2,0,2.643804,0.721059,0.027,2.645018,1.742632,17,8.652704853,8.713160227,0,0.06045537309,16,2,0.3846153846,0.6666666667,0.2777777778,0.6971982308,0.2689815678,0.2151898734,0.9291781439
0,0,1571240,173525.8085,313,1638963844,68789659.04,231,47,24,0,22,11,0,1,0.119047,0,0.633932,0.193726,71,5.595216671,4.649434333,0,-0.9457823372,66,4,0.5,0.6527777778,0.3333333333,0.6655551236,0.5625223931,0.3073593074,0.5050400696
0,0,0,0,0,137041,210.412141,25,0,9999,1,0,5786,0,0,0,0,12.5,0.410794,10000,0,4107.531599,0,4107.531599,25,2537,9999,0,0.99980002,0,0.6080154231,400,1213.593595
0,0,515272,17778.97518,41,1642697391,36596846.78,223,846,45,0,155,19,0,1.5,0.08125,0.004841,1.062587,0.241578,891,68.73744412,10.87100974,0,-57.86643439,223,27,0.05312868949,0.9484304933,0.05044843049,0.7467677103,0.5261828772,3.995515695,17.27547138
0,0,0,0,0,323766,2312.091984,114,0,4229,1,0,737,0,0,0,0,0,0,4230,0,0,0,0,114,1633,4229,0,0.9995272985,0,0,37.10526316,0
0,0,13919476,84843.09877,0,1631641978,20767090.27,342,243,79,2,70,14,0,0.467356,0.02591,0,0.307,0.050289,324,6.296205905,3.972802067,0,-2.323403838,313,3,0.3237704918,0.7476923077,0.2430769231,0.76799104,0.6117626213,0.9473684211,0.6739713706
0,0,38019467,55804.59837,0,1512194001,8670456.642,1734,2455,176,1,318,36,0,100,0.454295,0,25,2.806564,2632,1115.293387,493.9552266,0,-621.3381608,1734,38,0.07166123779,0.9323965059,0.06684390429,0.8655936133,0.664639401,1.517877739,232.5501339
0,8,4646466,142894.9231,1509,1631038481,96562766.41,359,143,17,0,42,7,0,0.22,0.016859,0.001465,0.205107,0.075536,160,2.410785016,1.28410383,0,-1.126681186,155,4,0.1180555556,0.8881987578,0.1055900621,0.7484128085,0.3086976697,0.4456824513,0.4716924371
0,0,0,0,0,99927,1037.824174,63,0,5204,1,0,1363,0,0,0,0,0.65,0.002029,5205,0,10.55676,0,10.55676,63,2476,5204,0,0.9996158279,0,0.9830483975,82.61904762,4.614759774
0,0,632953,33002.49664,54,1649882240,59007188.86,141,298,28,0,41,6,0,1.33,0.090704,0.01,5,0.646948,326,27.029811,18.11453318,0,-8.915277822,140,56,0.09364548495,0.9113149847,0.08562691131,0.7220335917,0.6619575475,2.312056738,3.495961647
0,0,9077135,67240.10292,0,1599844475,11196592.92,704,583,145,0,87,59,0,3,0.126365,0,2.915808,0.320408,728,73.67056394,46.45919925,0,-27.21136469,703,9,0.2482876712,0.7997256516,0.1989026063,0.7726378181,0.6827350025,1.034090909,9.01411667
0,0,0,0,0,3568,38.208721,5,0,9999,1,0,5864,0,0,0,0,0.24,0.047648,10000,0,476.432,0,476.432,5,5380,9999,0,0.99980002,0,0.7821082236,2000,134.1911329
0,3,2532871,81145.05181,20,1638502986,26988856.87,272,193,61,0,48,18,0,6.449,0.267117,0.002216,7.266704,0.445553,254,51.553539,27.17870654,0,-24.37483246,225,6,0.3144329897,0.7568627451,0.2392156863,0.8117442176,0.7363613642,0.9338235294,7.597530405
0,28,369265,44245.125,55,1653356557,207478780.8,84,16,8,0,5,2,0,0.0807,0.01112,0.003,0.08,0.024465,24,0.1779185662,0.1957224505,0,0.01780388431,14,11,0.4705882353,0.64,0.32,0.7576688904,0.5054252279,0.2857142857,0.01848860448
0,0,0,0,0,231542,1595.726553,61,0,3284,1,0,1677,0,0,0,0,0,0,3285,0,0,0,0,59,1497,3284,0,0.9993913573,0,5.15E-17,53.85245902,0
0,0,0,0,0,302244,2166.964496,251,0,9999,1,0,4081,0,0,0,0,0.01,0.000002,10000,0,0.01909143716,0,0.01909143716,251,832,9999,0,0.99980002,0,0.9500288165,39.84063745,0.007138638487
0,0,7816929,122098.5726,110,1616377591,38870243.95,528,241,42,0,79,13,0,4,0.096433,0.007719,1.003762,0.172684,283,23.24040169,7.252725218,0,-15.98767647,280,3,0.173553719,0.8485915493,0.1478873239,0.8634922889,0.5711623544,0.5359848485,6.388867205
0,0,0,0,0,1715531,520.450345,61,0,9999,1,0,8605,0,0,0,0,0.025,0.016067,10000,0,160.6564028,0,160.6564028,61,2118,9999,0,0.99980002,0,0.335181256,163.9344262,46.24609996
0,0,1071026,61154.27692,42,1641241764,53364298.35,198,65,31,0,25,8,0,0.3799,0.045151,0.0032,0.276,0.060846,96,2.934812972,1.886219465,0,-1.048593507,95,2,0.4696969697,0.6701030928,0.3195876289,0.8273946653,0.5594686278,0.4848484848,0.3699925773
0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0.000013,0.000013,0.000013,1,0,1.27E-05,0,1.27E-05,1,1,1,0,0.5,0,0,1,0
0,72,3573835,256752.2609,14805,1632393330,127105505.2,300,23,13,0,10,4,0,0.902611,0.133379,0.00623,0.962611,0.200213,36,3.067712506,2.602774511,0,-0.4649379942,35,2,0.5416666667,0.6216216216,0.3513513514,0.7071858517,0.6092485919,0.12,0.2107546465
0,0,1130764,73360.7,352,1641963465,48454218.97,191,150,34,0,36,10,0,6,0.145386,0,6,0.448312,184,21.80785924,15.24261492,0,-6.565244312,146,9,0.2251655629,0.8108108108,0.1837837838,0.8455985292,0.6960885381,0.9633507853,2.076628299
0,0,0,0,0,8362562,2246.676468,261,0,9999,1,0,1218,0,0,0,0,0,0,10000,0,0,0,0,261,597,9999,0,0.99980002,0,0,38.31417625,0
0,0,886,10.660932,59,1631175029,815587544,2,9998,2,0,9483,1,0.005,5849.995,3.090163,25060.89623,33333,29196.94811,10000,30895.44968,58393.89623,0,27498.44655,2,7905,0.000200020002,0.99970003,0.000199980002,0.9539455381,0.0708302092,5000,7705.587576
0,133,17229,5904,321,1658200781,332087486.8,27,3,5,0,1,4,0.124075,0.306709,0.188926,0.0086,0.2588,0.113645,8,0.5667781084,0.5682269,0,0.00144879163,6,3,1.25,0.3333333333,0.5555555556,0.2148210684,0.4137969412,0.2962962963,0.1010515309
0,0,861182,47088.47561,1395,1655465669,165636342.3,56,82,10,0,34,6,0,0.9,0.028319,0.002617,0.5188,0.217654,92,2.322150998,2.176542458,0,-0.1456085402,55,15,0.1204819277,0.8817204301,0.1075268817,0.887148347,0.4099449971,1.642857143,0.1812878801
0,61,856216,122729.6667,0,0,0,13,9,1,0,2,1,0,0,0,0.028,0.028,0.028,10,0,0.028,0,0.028,4,7,0.1,0.8181818182,0.09090909091,0,0,0.7692307692,3.47E-18
0,0,0,0,82346,1658259402,553379131.7,22,1,3,0,1,3,0,0,0,0.02,0.028023,0.024341,4,0,0.07302260366,0,0.07302260366,3,2,1.5,0.2,0.6,0,0.07324280704,0.1818181818,0.02187758458
0,0,3591074,153552.9016,0,0,0,109,61,1,0,6,1,0,10,0.350848,0.4,0.4,0.4,62,21.4017,0.4,0,-21.0017,14,49,0.01612903226,0.9682539683,0.01587301587,0.6959354777,0,0.5688073394,4.8999714
0,1273,30066126,8706881.5,1967829,1583939618,542035292.7,892,4,3,0,3,3,0.010402,0.02169,0.014173,0.018938,0.0247,0.021985,7,0.05669275077,0.06595474,0,0.009261989228,7,1,0.6,0.5,0.375,0.155739855,0.05823209265,0.007847533632,0.009098718376
0,43,435762,87455.66667,7347,1657714194,414442114.8,10,9,4,0,8,3,0.031394,0.197559,0.131393,0.126774,0.4988,0.2988,13,1.182532982,1.1952,0,0.01266701849,9,3,0.4,0.6428571429,0.2857142857,0.2224657453,0.2694328499,1.3,0.1564525916
